epoch,train_loss,test_loss,medae,mae
0,0.19459577462825167,0.153438210014313,83.14392,107.7954
1,0.12734730514990855,0.12178714041199003,65.84247,91.94244
2,0.11121124964192569,0.14196136156244885,86.193726,105.49293
3,0.10142066671078899,0.09495556827575441,49.044434,75.94298
4,0.09439032364532766,0.08834477845165464,46.034424,72.41943
5,0.0898711790007899,0.08389408383814115,45.886536,70.802155
6,0.08490411941689324,0.08782947181709229,48.277832,72.56258
7,0.08033304692680142,0.07491861295605463,41.53833,65.34203
8,0.07824625986149586,0.08085748919891933,46.635986,70.23103
9,0.07494644909740919,0.07915348376310061,48.223206,70.13521
10,0.07154526329966655,0.07042674170363517,38.459778,61.850098
11,0.06974895584927612,0.06745875496712941,35.645996,59.23871
12,0.06657037229473847,0.06876544743066743,37.370117,60.57179
13,0.06547299218902075,0.06349978495448355,33.15912,56.055477
14,0.0630187315651145,0.06945605250814604,34.791077,59.40769
15,0.06175660131966688,0.06225569090909428,32.070984,54.92136
16,0.061111094964393584,0.06443158560802066,36.137512,58.29145
17,0.05952274644992266,0.0631632541143705,33.952637,56.567295
18,0.059283309137500614,0.060128439572595414,31.635925,54.159847
19,0.05648947567252286,0.05971590624678703,31.596802,53.77018
20,0.056461225987311854,0.05964564330994137,31.796753,53.744236
21,0.05559982227317366,0.05880756232710112,31.756897,53.401226
22,0.053908747698800025,0.05773965032800796,30.57843,52.253162
23,0.0532416858862477,0.058059314945860516,30.377014,52.248367
24,0.05273282441099089,0.05599972842231629,30.234741,51.30869
25,0.05179172502719311,0.05695894221583056,29.875183,51.46083
26,0.050785649731102216,0.056736619463042606,29.794983,51.332363
27,0.05004893720847558,0.05542228873523455,27.869568,49.775177
28,0.04920474546720307,0.05509265716232005,28.90271,50.071148
29,0.048254238805210445,0.05631575706814017,28.927368,50.791393
30,0.047717622262370064,0.05444782475630442,29.159668,50.24451
31,0.047138689263942705,0.055797257948489415,28.482788,50.086193
32,0.04665986838123475,0.06521334020154816,36.847595,58.51002
33,0.046405117929100514,0.05498323116510633,30.62854,50.61392
34,0.04606512345492365,0.05545405387168839,27.931091,49.475464
35,0.044318705849141715,0.05336268612789729,26.853394,48.09518
36,0.044471068433912624,0.05396262195611757,26.487183,48.19204
37,0.043055753746771244,0.05584622659380474,28.44403,50.076458
38,0.042354705672993126,0.05407100750340356,27.774231,48.872124
39,0.0423838446265554,0.05316523267399697,26.208923,47.42852
