epoch,train_loss,test_loss,medae,mae
0,0.16606112179808585,0.12938353933854968,66.962524,94.640305
1,0.11028946109907516,0.1272089236941999,64.88617,93.00436
2,0.10362697256434344,0.11517551375512115,69.48096,90.94872
3,0.09894675225964075,0.0915248950017605,51.412354,76.18811
4,0.09285608568531421,0.09841805492005425,59.825256,82.11358
5,0.09126710101562116,0.09380861671042895,53.732605,77.61594
6,0.08920278099032043,0.09282193734624726,51.007874,75.59279
7,0.08564685508534355,0.08701772044994636,48.885193,73.23965
8,0.0834289611131591,0.09318041029254238,53.174988,77.7851
9,0.08166767945082307,0.08339092597930493,48.610962,71.87738
10,0.08100899465186367,0.09208562257448713,50.408875,75.900314
11,0.08396133075418777,0.08385968060342376,48.755005,71.73994
12,0.0788729268316071,0.07646334502184224,42.82312,66.366035
13,0.07525670616384883,0.07683311822543482,43.55658,67.20931
14,0.07446084108346193,0.07951827954961928,42.675903,67.716484
15,0.07575609248827213,0.0765234065128717,42.78656,66.35438
16,0.07261968568724812,0.07196988538651171,38.679993,62.756577
17,0.07187214525026094,0.07402253001110401,41.724365,64.9293
18,0.06982812674174661,0.06886754290920175,37.243286,60.67251
19,0.0708343495924913,0.07213488862126649,39.19806,62.96617
20,0.06778687498304059,0.06872311275928261,37.2771,60.815716
21,0.06592103898225257,0.06938618847992487,38.22113,61.660152
22,0.06417826329145702,0.0715955642150518,41.187073,63.583252
23,0.0628786050676789,0.0691251542192406,37.887146,61.171032
24,0.06293917397491375,0.06547789104810792,36.006653,58.876938
25,0.061309650142505334,0.07118677505163733,39.20233,62.882668
26,0.06047175220106923,0.06443577754811315,36.094055,58.486713
27,0.06008407358943922,0.06487618117015102,35.700195,58.36962
28,0.059148728502579226,0.0656840414154583,35.89392,58.47881
29,0.05837088688646365,0.0641933758417795,35.966797,57.79108
30,0.057672306854833134,0.06393067619973374,36.736023,58.519794
31,0.056472882367287584,0.06488357608702904,37.95172,59.61291
32,0.05556213010691834,0.06174264219543058,31.75531,54.458557
33,0.055359881991166295,0.06140131909333303,32.569397,55.021793
34,0.05455432905161861,0.06159892357967631,33.616577,55.811707
35,0.05431852899630076,0.06707284321447095,39.09503,60.626694
36,0.053529487104755615,0.061267503364357406,33.117126,55.574104
37,0.05320328841733718,0.06280872445765459,34.24591,56.230892
38,0.05269816363238858,0.06589885824499372,34.000732,57.495613
39,0.052064368985848625,0.06115884351694655,32.434387,55.012535
40,0.05189036036432555,0.06076751733589136,33.877686,55.453472
41,0.05189875492678241,0.061484523420547416,34.076904,55.930813
42,0.051402787152445874,0.06101924218348936,34.546265,56.128864
43,0.050951195266980706,0.06194423278886639,34.770996,56.334625
44,0.05064535855998028,0.06056831509224372,33.24176,55.180134
45,0.050112529363651265,0.05871541723014114,31.287537,53.07276
46,0.04904292546811571,0.05746525740566963,31.68805,52.995365
47,0.049317172201917316,0.05983995036696067,33.636047,55.10708
48,0.048291357289435934,0.05965536258865646,31.872742,53.789436
49,0.04780991682926377,0.060975402370541394,33.74225,55.484592
50,0.0489544656195772,0.05867905978730577,31.778625,53.549835
51,0.04737972996587509,0.056332394237185786,30.398682,51.604534
52,0.04811755725039517,0.060895010760191555,33.671326,55.17281
53,0.04724202510118399,0.0598675397795415,32.972534,54.173466
54,0.04777144612787001,0.058565272213500774,31.527283,53.2666
55,0.04594672181117516,0.05806659241606613,31.675476,52.973446
56,0.04666742752133302,0.058524805894437544,32.071655,53.589027
57,0.04627554917597408,0.056469372278469765,30.747192,51.61859
58,0.04518657015090854,0.05972368675033132,34.67096,55.12351
59,0.04541383868456738,0.05764220486173849,31.062134,52.403053
60,0.044825640381784576,0.05784578130723622,30.413452,52.193073
61,0.044190802395733114,0.05558778472735496,30.02887,51.19101
62,0.044452644042353724,0.058251032644804725,31.867065,53.176647
63,0.04389285635621181,0.0576655120717105,29.696716,51.62928
64,0.043453146888103776,0.060716835599757005,32.54248,54.356792
65,0.04372899905235418,0.057272361987409835,29.959473,51.518593
66,0.042665697773572785,0.05681442682763298,32.735107,53.099632
67,0.04308798394619627,0.055900247025855644,29.712646,51.02691
68,0.04253349220725909,0.058715451821060236,31.29071,53.14517
69,0.04226281157461261,0.05570357831421786,30.645874,51.599987
70,0.04177690662713833,0.05558052063248531,30.020386,50.915928
71,0.041078200018345064,0.059920447765145,30.893066,52.872345
72,0.04192700914385437,0.055979412058349734,30.103333,51.13495
73,0.04081200977504415,0.05587976315094088,29.92926,51.08407
74,0.04023492894322105,0.056491378018123185,31.035156,52.151966
75,0.04125371837306625,0.05556932114670704,29.401978,50.582558
76,0.04023954937918519,0.060339083136644905,30.770508,53.05559
77,0.040556000606255284,0.056508496246614796,30.372986,51.382133
78,0.039907241690912414,0.05809872130214603,28.235596,50.22201
79,0.03954685960408579,0.05889223511154185,31.541931,52.933296
80,0.04068918420408221,0.056007332958563597,28.14569,49.9597
81,0.039153388882750516,0.05961978063730899,31.16986,53.430153
82,0.03941925204806306,0.056030398299787454,31.028015,51.545963
83,0.03796063514393374,0.0572462235512342,29.934998,51.560658
84,0.03919191168049943,0.05881931538974305,28.577759,51.248432
85,0.03858185429493022,0.056789573540394295,28.162903,50.026505
86,0.03868928893832548,0.05879158582426831,30.914734,52.443745
87,0.037997421037580185,0.05717305581879146,28.201843,50.3078
88,0.03704334455364086,0.05748230695888073,28.808533,50.767452
89,0.03876620704182628,0.05567870851412802,28.118896,49.73799
90,0.038013776726510136,0.057240187026887476,28.409546,50.37845
91,0.03727434930029399,0.05852223412615216,30.924316,52.277237
92,0.03615384317667509,0.058741943382782616,29.906555,51.845345
93,0.0376626289694829,0.06064106463110762,29.14856,51.909866
94,0.03721658131565105,0.05869373677116252,29.58722,51.434654
95,0.0371552913990627,0.056943652127123996,28.737488,50.55481
96,0.03617104816823338,0.05783411622895095,29.243835,51.096115
97,0.036310379354039614,0.05608636809293619,28.37976,49.889812
98,0.03716289242575299,0.05644599026991073,27.486755,49.447292
99,0.036160123005013665,0.05975213895706151,30.218262,52.153526
