epoch,train_loss,test_loss,medae,mae
0,0.15018984010495037,0.4151747789647844,201.72107,211.94493
1,0.11825253057527352,0.13322594560801038,74.84766,99.120995
2,0.10625258821296502,0.12425472646478623,70.71942,94.7505
3,0.10051102085833055,0.10137085108056901,58.577026,82.51096
4,0.09438391166379252,0.12742575790200913,77.44385,98.37113
5,0.09170613991489923,0.1803746750903508,113.07825,126.91441
6,0.08914827123521808,0.11681126058101654,76.8916,94.27178
7,0.08629772929378239,0.08877543478258072,53.181885,75.51399
8,0.08326053527365643,0.09810510325053381,63.059998,82.8878
9,0.08167770234830826,0.17017352699287355,110.20337,123.16869
10,0.0792489375666793,0.08773875307469141,51.506104,74.48143
11,0.07819130197464233,0.08363093719595954,50.664062,72.97415
12,0.07703963904623017,0.08404284124336546,51.69348,73.254944
13,0.07543943806057907,0.14942877999846899,97.13464,112.090004
14,0.07455965135973763,0.07822884737499176,46.929382,69.16244
15,0.07380117418103484,0.07748341140529466,45.66339,68.53089
16,0.07261336425623571,0.07721347905813701,45.290283,68.16072
17,0.0711963831547247,0.09017947576348743,56.78839,78.09457
18,0.07097300556135842,0.09815096050973922,66.38745,84.53903
19,0.07012746190704197,0.07654937652368395,45.173523,67.46836
20,0.06816194564163447,0.07400056506906237,44.724487,66.65196
21,0.06643257502362547,0.07394703625450058,42.78076,65.71867
22,0.0653942079539318,0.0829947605019524,50.608948,72.168365
23,0.06450456708847764,0.084507189218014,56.14026,75.51772
24,0.06345636635068878,0.0741463883055581,45.770508,66.953865
25,0.06297269031642917,0.07083336932082025,41.647156,63.632977
26,0.06305096795656291,0.08014515533097206,46.365784,69.36682
27,0.06140889314214784,0.06854065927484679,38.602966,61.020702
28,0.06162913734338198,0.1040849123918821,77.30945,91.806694
29,0.060456926455773205,0.06846540220200069,38.469116,61.3662
30,0.060622981270827145,0.07586760925395149,46.827026,68.14536
31,0.059332271585189014,0.06714664062573797,37.970337,60.00071
32,0.059469947717579234,0.06480162348302584,36.455444,58.550533
33,0.05885082446187141,0.07266098349576905,43.94226,65.10859
34,0.05879746717345192,0.06605335803968566,36.530945,58.95832
35,0.05776404329683201,0.07875629467150522,50.34674,71.04975
36,0.05780531704218027,0.07548086859640621,47.573425,68.30068
37,0.05754375205453174,0.06821265586075329,40.390198,62.031776
38,0.057034218379582065,0.07275532103247112,47.276978,67.04854
39,0.05771130315247047,0.06278576607268954,34.981506,56.875988
